"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상"
"경상북도 의성군 단밀면(4773041000)","1,670","1,670","28","60","71","84","102","265","426","287","314","32","1"
"경상북도 의성군 단북면(4773042000)","1,754","1,754","40","51","84","81","122","280","432","324","296","44","0"
"경상북도 의성군 안계면(4773043000)","4,387","4,387","233","237","271","321","443","705","908","688","504","77","0"
"경상북도 의성군 다인면(4773044000)","3,731","3,731","85","100","155","190","223","574","934","734","643","90","3"
"경상북도 의성군 신평면(4773045000)","813","813","14","9","20","23","42","139","226","143","174","22","1"
"경상북도 의성군 안평면(4773046000)","2,115","2,115","34","49","58","73","114","309","648","410","361","59","0"
"경상북도 의성군 안사면(4773047000)","872","872","16","16","30","34","55","125","239","172","160","22","3"
"경상북도 청송군 (4775000000)","24,033","24,033","827","1,050","1,371","1,495","2,100","4,080","5,920","3,983","2,800","402","5"
"경상북도 청송군 청송읍(4775025000)","5,006","5,006","256","307","381","410","560","918","1,040","617","454","62","1"
"경상북도 청송군 주왕산면(4775031500)","1,780","1,780","33","53","76","92","114","325","505","319","228","34","1"
"경상북도 청송군 부남면(4775032000)","2,387","2,387","49","82","88","116","145","374","696","451","329","56","1"
"경상북도 청송군 현동면(4775033000)","2,041","2,041","68","93","115","90","188","383","449","347","269","38","1"
"경상북도 청송군 현서면(4775034000)","2,444","2,444","54","89","89","105","177","394","744","464","285","43","0"
"경상북도 청송군 안덕면(4775035000)","2,483","2,483","61","88","87","105","149","417","678","495","353","49","1"
"경상북도 청송군 파천면(4775036000)","1,685","1,685","35","50","71","73","113","247","460","326","267","43","0"
"경상북도 청송군 진보면(4775037000)","6,207","6,207","271","288","464","504","654","1,022","1,348","964","615","77","0"
"경상북도 영양군 (4776000000)","15,736","15,736","539","882","885","878","1,439","2,665","3,722","2,476","1,957","280","13"
"경상북도 영양군 영양읍(4776025000)","6,900","6,900","340","551","531","553","836","1,181","1,340","853","614","98","3"
"경상북도 영양군 입암면(4776031000)","2,011","2,011","50","65","74","79","168","314","540","392","281","47","1"
"경상북도 영양군 청기면(4776032000)","1,575","1,575","29","42","51","40","87","233","456","313","283","37","4"
"경상북도 영양군 일월면(4776033000)","1,671","1,671","31","61","78","66","94","302","442","294","264","38","1"
"경상북도 영양군 수비면(4776034000)","1,654","1,654","40","96","72","63","131","290","426","273","230","33","0"
"경상북도 영양군 석보면(4776035000)","1,925","1,925","49","67","79","77","123","345","518","351","285","27","4"
"경상북도 영덕군 (4777000000)","34,154","34,154","1,240","1,892","1,958","1,969","3,307","5,693","7,584","5,556","4,321","620","14"
"경상북도 영덕군 영덕읍(4777025000)","10,450","10,450","616","868","822","881","1,406","1,827","1,889","1,183","834","121","3"
"경상북도 영덕군 강구면(4777031000)","5,813","5,813","167","273","334","314","556","1,031","1,390","989","684","74","1"
"경상북도 영덕군 남정면(4777032000)","2,247","2,247","35","47","106","89","137","370","578","463","366","54","2"
"경상북도 영덕군 달산면(4777033000)","1,069","1,069","11","24","40","37","48","169","282","214","202","42","0"
"경상북도 영덕군 지품면(4777034000)","1,397","1,397","29","36","46","48","84","213","396","279","238","28","0"
"경상북도 영덕군 지품면원전출장소(4777034500)","535","535","10","12","18","12","28","74","148","123","98","11","1"
"경상북도 영덕군 축산면(4777035000)","870","870","13","37","24","28","65","138","217","159","169","20","0"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,553","1,553","31","53","59","66","119","263","370","351","218","22","1"
"경상북도 영덕군 영해면(4777036000)","6,067","6,067","265","400","380","349","619","983","1,277","929","728","134","3"
"경상북도 영덕군 병곡면(4777037000)","2,603","2,603","46","107","98","105","161","401","611","535","462","76","1"
"경상북도 영덕군 창수면(4777038000)","1,550","1,550","17","35","31","40","84","224","426","331","322","38","2"
"경상북도 청도군 (4782000000)","41,386","41,386","1,235","2,133","2,257","2,331","3,961","6,863","10,198","6,989","4,603","800","16"
"경상북도 청도군 화양읍(4782025000)","7,168","7,168","382","625","560","534","947","1,208","1,441","849","517","104","1"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,116","1,116","31","43","43","65","111","154","281","205","159","23","1"
"경상북도 청도군 청도읍(4782025300)","9,924","9,924","344","690","688","702","1,205","1,740","2,138","1,438","838","136","5"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,521","1,521","31","39","57","57","118","229","416","339","200","35","0"
"경상북도 청도군 각남면(4782031000)","2,138","2,138","45","64","92","99","146","327","556","433","309","66","1"
"경상북도 청도군 풍각면(4782032000)","3,767","3,767","106","130","151","230","302","565","1,076","663","455","87","2"
"경상북도 청도군 각북면(4782033000)","2,274","2,274","38","63","94","97","146","397","665","427","308","39","0"
"경상북도 청도군 이서면(4782034000)","4,513","4,513","114","260","223","221","403","716","1,125","848","506","95","2"
"경상북도 청도군 운문면(4782035000)","1,985","1,985","32","44","75","79","125","376","567","344","294","48","1"
"경상북도 청도군 금천면(4782036000)","3,211","3,211","55","77","123","105","216","535","872","686","461","80","1"
"경상북도 청도군 매전면(4782037000)","3,769","3,769","57","98","151","142","242","616","1,061","757","556","87","2"
"경상북도 고령군 (4783000000)","30,190","30,190","1,092","1,781","2,037","1,872","3,287","5,528","6,969","4,343","2,857","416","8"
"경상북도 고령군 대가야읍(4783025300)","9,679","9,679","446","796","826","685","1,286","1,863","1,846","1,155","686","88","2"
"경상북도 고령군 덕곡면(4783031000)","1,434","1,434","31","41","65","61","94","208","422","249","229","33","1"
"경상북도 고령군 운수면(4783032000)","1,788","1,788","50","33","69","105","125","294","497","315","262","37","1"
"경상북도 고령군 성산면(4783033000)","2,505","2,505","62","66","129","164","227","471","680","410","254","42","0"
"경상북도 고령군 다산면(4783034000)","8,043","8,043","355","663","648","563","1,052","1,550","1,680","956","526","49","1"
"경상북도 고령군 개진면(4783035000)","1,882","1,882","31","33","92","97","125","360","537","348","207","52","0"
"경상북도 고령군 우곡면(4783036000)","1,558","1,558","25","40","59","66","116","248","404","321","249","30","0"
"경상북도 고령군 쌍림면(4783037000)","3,301","3,301","92","109","149","131","262","534","903","589","444","85","3"
"경상북도 성주군 (4784000000)","42,207","42,207","1,551","2,135","2,619","2,965","4,211","7,594","10,441","6,343","3,712","621","15"
"경상북도 성주군 성주읍(4784025000)","13,298","13,298","800","1,197","1,218","1,272","1,848","2,396","2,354","1,352","723","135","3"
"경상북도 성주군 선남면(4784031000)","6,058","6,058","175","219","322","437","529","1,153","1,672","966","513","68","4"
"경상북도 성주군 용암면(4784032000)","3,592","3,592","80","97","161","202","303","716","1,032","590","347","64","0"
"경상북도 성주군 수륜면(4784033000)","3,192","3,192","66","111","108","148","246","532","949","576","379","74","3"
"경상북도 성주군 가천면(4784034000)","1,981","1,981","50","45","84","97","131","348","594","336","247","47","2"
"경상북도 성주군 금수면(4784035000)","1,199","1,199","19","30","38","59","97","222","324","233","147","30","0"
"경상북도 성주군 대가면(4784036000)","2,332","2,332","45","77","136","116","165","410","622","449","266","46","0"
"경상북도 성주군 벽진면(4784037000)","2,967","2,967","82","74","139","163","225","486","844","585","315","53","1"
"경상북도 성주군 초전면(4784038000)","4,350","4,350","149","174","237","273","390","770","1,134","708","456","58","1"
"경상북도 성주군 월항면(4784039000)","3,238","3,238","85","111","176","198","277","561","916","548","319","46","1"
"경상북도 칠곡군 (4785000000)","110,951","110,951","7,003","10,985","10,289","12,058","19,772","20,765","16,289","8,015","4,980","775","20"
"경상북도 칠곡군 왜관읍(4785025000)","31,499","31,499","1,770","3,124","3,213","2,851","4,835","6,297","5,122","2,424","1,624","232","7"
"경상북도 칠곡군 북삼읍(4785025300)","23,889","23,889","1,362","2,919","2,625","2,096","4,649","5,408","2,951","1,185","602","92","0"
"경상북도 칠곡군 석적읍(4785025600)","31,216","31,216","3,329","3,954","2,893","5,612","7,828","4,195","2,038","861","447","57","2"
"경상북도 칠곡군 지천면(4785031000)","3,872","3,872","54","80","197","196","294","697","1,055","700","513","82","4"
"경상북도 칠곡군 동명면(4785032000)","5,186","5,186","99","131","299","306","418","958","1,475","840","544","114","2"
"경상북도 칠곡군 가산면(4785033000)","3,253","3,253","56","89","138","175","287","636","925","568","313","65","1"
"경상북도 칠곡군 약목면(4785036000)","9,026","9,026","196","500","758","589","1,082","2,055","2,026","1,064","667","87","2"
"경상북도 칠곡군 기산면(4785037000)","3,010","3,010","137","188","166","233","379","519","697","373","270","46","2"
"경상북도 예천군 (4790000000)","55,450","55,450","4,000","4,682","3,813","5,090","7,152","7,723","10,051","6,721","5,380","820","18"
"경상북도 예천군 예천읍(4790025000)","14,119","14,119","625","1,111","1,159","979","1,725","2,293","2,927","1,955","1,158","186","1"
"경상북도 예천군 용문면(4790031000)","2,185","2,185","42","90","75","63","146","294","534","453","425","63","0"
"경상북도 예천군 감천면(4790034000)","2,497","2,497","26","71","84","93","133","352","711","484","463","80","0"
"경상북도 예천군 보문면(4790035000)","1,628","1,628","36","60","51","67","103","231","441","291","300","47","1"
"경상북도 예천군 호명면(4790036000)","20,793","20,793","2,988","2,882","1,769","3,313","4,049","2,599","1,817","751","549","71","5"
"경상북도 예천군 유천면(4790037000)","2,480","2,480","126","102","256","197","210","304","478","385","352","67","3"
"경상북도 예천군 용궁면(4790038000)","2,309","2,309","39","72","78","85","177","326","568","500","407","54","3"
"경상북도 예천군 개포면(4790039000)","1,470","1,470","17","30","50","31","81","194","395","302","324","45","1"
"경상북도 예천군 지보면(4790040000)","2,584","2,584","36","68","77","94","158","344","684","570","490","63","0"
"경상북도 예천군 풍양면(4790041000)","2,912","2,912","35","83","116","99","209","409","760","569","553","78","1"
"경상북도 예천군 효자면(4790042000)","1,168","1,168","11","53","46","32","71","186","399","198","141","31","0"
"경상북도 예천군 은풍면(4790043000)","1,305","1,305","19","60","52","37","90","191","337","263","218","35","3"
"경상북도 봉화군 (4792000000)","29,753","29,753","995","1,733","1,582","1,541","2,768","5,006","7,450","4,611","3,492","558","17"
"경상북도 봉화군 봉화읍(4792025000)","9,449","9,449","494","884","726","594","1,149","1,620","1,822","1,194","812","145","9"
"경상북도 봉화군 물야면(4792031000)","2,906","2,906","59","89","109","111","198","485","863","545","390","56","1"
"경상북도 봉화군 봉성면(4792032000)","1,983","1,983","37","63","89","98","165","301","550","351","278","50","1"
"경상북도 봉화군 법전면(4792033000)","1,950","1,950","50","92","70","89","113","299","560","315","319","43","0"
"경상북도 봉화군 춘양면(4792034000)","4,277","4,277","122","210","230","224","323","727","1,112","679","552","96","2"
"경상북도 봉화군 소천면(4792035000)","2,114","2,114","40","71","68","73","153","384","657","361","261","44","2"
"경상북도 봉화군 재산면(4792036000)","1,409","1,409","17","50","57","49","93","260","447","223","183","30","0"
"경상북도 봉화군 명호면(4792037000)","2,146","2,146","35","106","71","70","171","385","614","386","275","31","2"
"경상북도 봉화군 상운면(4792038000)","1,643","1,643","22","35","62","54","101","248","445","359","273","44","0"
"경상북도 봉화군 석포면(4792039000)","1,876","1,876","119","133","100","179","302","297","380","198","149","19","0"
"경상북도 울진군 (4793000000)","46,681","46,681","2,385","3,322","3,895","3,787","5,599","8,154","9,157","5,475","4,144","748","15"
"경상북도 울진군 울진읍(4793025000)","13,560","13,560","864","1,505","1,445","1,223","2,101","2,465","1,992","1,071","761","130","3"
"경상북도 울진군 평해읍(4793025300)","2,544","2,544","36","137","142","114","186","396","585","469","404","75","0"
"경상북도 울진군 북면(4793031000)","6,909","6,909","743","475","701","1,036","1,046","1,142","920","451","341","52","2"
"경상북도 울진군 북면하당출장소(4793031500)","656","656","7","14","37","23","39","123","174","106","118","15","0"
"경상북도 울진군 근남면(4793033000)","2,705","2,705","97","118","163","166","256","484","658","358","335","69","1"
"경상북도 울진군 기성면(4793035000)","2,361","2,361","31","89","136","116","114","373","594","414","395","97","2"
"경상북도 울진군 온정면(4793036000)","1,587","1,587","32","47","74","55","98","244","381","315","282","57","2"
"경상북도 울진군 죽변면(4793037000)","6,130","6,130","225","355","559","502","728","1,134","1,389","690","472","75","1"
"경상북도 울진군 후포면(4793038000)","7,092","7,092","309","483","524","460","805","1,237","1,630","1,040","529","73","2"
"경상북도 울진군 금강송면(4793039000)","1,216","1,216","13","27","32","29","84","255","356","220","173","27","0"
"경상북도 울진군 매화면(4793040000)","1,921","1,921","28","72","82","63","142","301","478","341","334","78","2"
"경상북도 울릉군 (4794000000)","9,090","9,090","309","446","792","807","1,203","1,828","1,953","1,127","538","87","0"
"경상북도 울릉군 울릉읍(4794025000)","6,433","6,433","228","347","604","630","906","1,323","1,296","749","312","38","0"
"경상북도 울릉군 서면(4794031000)","912","912","33","39","57","64","104","192","212","122","76","13","0"
"경상북도 울릉군 서면태하출장소(4794031500)","446","446","12","14","19","27","24","87","124","81","43","15","0"
"경상북도 울릉군 북면(4794032000)","1,299","1,299","36","46","112","86","169","226","321","175","107","21","0"
"경상남도  (4800000000)","3,255,239","3,255,239","214,763","316,183","325,137","352,601","508,362","578,463","529,333","267,053","141,835","21,061","448"
"경상남도 창원시 (4812000000)","1,010,820","1,010,820","67,952","96,849","111,776","122,131","160,967","180,605","161,980","73,274","31,030","4,183","73"
"경상남도 창원시 의창구 (4812100000)","213,987","213,987","14,853","19,293","24,768","26,464","32,803","40,022","35,095","14,042","5,823","814","10"
"경상남도 창원시 의창구 동읍(4812125000)","18,948","18,948","743","1,661","1,899","1,597","2,566","3,972","3,638","1,828","921","122","1"
"경상남도 창원시 의창구 북면(4812131000)","43,229","43,229","5,473","4,754","2,938","6,524","8,365","5,954","5,812","2,283","965","159","2"
"경상남도 창원시 의창구 대산면(4812132000)","6,828","6,828","196","336","472","535","721","1,202","1,729","973","576","87","1"
"경상남도 창원시 의창구 의창동(4812151000)","49,530","49,530","3,655","4,602","5,784","6,377","7,738","9,449","7,728","2,983","1,075","137","2"
"경상남도 창원시 의창구 팔룡동(4812152000)","25,615","25,615","1,775","2,483","3,509","3,560","4,096","5,221","3,388","1,132","401","48","2"
"경상남도 창원시 의창구 명곡동(4812153000)","39,764","39,764","1,912","3,431","5,168","4,223","5,518","8,621","7,077","2,647","1,028","139","0"
"경상남도 창원시 의창구 봉림동(4812154000)","30,073","30,073","1,099","2,026","4,998","3,648","3,799","5,603","5,723","2,196","857","122","2"
"경상남도 창원시 성산구 (4812300000)","245,702","245,702","16,341","24,356","32,309","34,373","38,012","49,031","36,117","10,552","3,942","656","13"
"경상남도 창원시 성산구 반송동(4812351000)","39,904","39,904","2,642","4,933","4,654","4,258","6,678","7,942","5,991","2,055","647","102","2"
"경상남도 창원시 성산구 용지동(4812351500)","26,956","26,956","1,746","2,469","3,546","3,733","4,113","5,265","4,076","1,383","538","85","2"
"경상남도 창원시 성산구 중앙동(4812352000)","34,660","34,660","2,001","2,305","5,935","6,222","5,160","6,415","4,625","1,419","491","85","2"
"경상남도 창원시 성산구 상남동(4812353000)","26,881","26,881","1,645","3,099","3,372","3,404","4,271","5,626","4,033","955","400","74","2"
"경상남도 창원시 성산구 사파동(4812354000)","45,879","45,879","2,992","4,454","5,705","6,944","7,086","8,973","6,909","1,911","772","131","2"
"경상남도 창원시 성산구 가음정동(4812355000)","38,415","38,415","3,081","3,675","4,879","5,753","5,732","7,671","5,557","1,445","534","87","1"
"경상남도 창원시 성산구 성주동(4812356000)","25,641","25,641","1,939","2,755","3,299","3,215","3,880","5,814","3,587","824","269","57","2"
"경상남도 창원시 성산구 웅남동(4812357000)","7,366","7,366","295","666","919","844","1,092","1,325","1,339","560","291","35","0"
"경상남도 창원시 마산합포구 (4812500000)","179,040","179,040","11,655","14,687","17,153","19,747","26,880","28,606","32,376","18,404","8,370","1,137","25"
"경상남도 창원시 마산합포구 구산면(4812531000)","4,018","4,018","82","130","225","220","369","616","1,189","736","390","59","2"
"경상남도 창원시 마산합포구 진동면(4812532000)","11,811","11,811","860","1,052","888","1,109","1,960","1,888","2,246","1,193","529","83","3"
"경상남도 창원시 마산합포구 진북면(4812533000)","3,222","3,222","43","112","183","151","262","569","920","579","340","62","1"
"경상남도 창원시 마산합포구 진전면(4812534000)","3,701","3,701","35","111","166","153","247","603","1,019","744","511","111","1"
"경상남도 창원시 마산합포구 현동(4812551000)","13,740","13,740","1,686","1,524","861","1,824","2,832","1,806","1,913","896","347","51","0"
"경상남도 창원시 마산합포구 가포동(4812552000)","2,453","2,453","112","117","378","468","312","366","405","225","62","8","0"
"경상남도 창원시 마산합포구 월영동(4812553000)","41,792","41,792","4,088","4,201","4,622","5,534","6,889","6,580","5,961","2,751","1,029","135","2"
"경상남도 창원시 마산합포구 문화동(4812554000)","11,030","11,030","381","698","1,823","1,011","1,314","1,734","2,074","1,314","601","77","3"
"경상남도 창원시 마산합포구 반월중앙동(4812556500)","13,636","13,636","595","1,244","1,274","1,225","1,992","2,310","2,499","1,605","789","101","2"
"경상남도 창원시 마산합포구 완월동(4812557000)","8,696","8,696","278","686","890","744","1,094","1,588","1,862","1,001","488","61","4"
"경상남도 창원시 마산합포구 자산동(4812558000)","9,490","9,490","295","786","941","744","1,210","1,701","2,018","1,225","509","59","2"
"경상남도 창원시 마산합포구 교방동(4812561000)","18,245","18,245","1,522","1,587","1,517","2,620","2,864","2,627","2,945","1,757","711","93","2"
"경상남도 창원시 마산합포구 오동동(4812563000)","18,642","18,642","776","1,126","1,690","1,935","2,817","3,065","3,737","2,258","1,115","121","2"
"경상남도 창원시 마산합포구 합포동(4812564000)","6,851","6,851","355","424","540","791","1,009","1,127","1,344","792","412","56","1"
"경상남도 창원시 마산합포구 산호동(4812565000)","11,713","11,713","547","889","1,155","1,218","1,709","2,026","2,244","1,328","537","60","0"
"경상남도 창원시 마산회원구 (4812700000)","180,444","180,444","10,056","16,962","18,394","18,515","27,773","32,377","32,079","16,926","6,611","737","14"
"경상남도 창원시 마산회원구 내서읍(4812725000)","61,222","61,222","3,581","7,420","7,033","5,560","10,163","12,464","9,140","3,934","1,724","199","4"
"경상남도 창원시 마산회원구 회원1동(4812751000)","9,790","9,790","270","608","748","772","1,273","1,562","2,245","1,512","719","80","1"
"경상남도 창원시 마산회원구 회원2동(4812752000)","9,737","9,737","604","743","908","1,270","1,345","1,459","1,860","1,087","409","52","0"
"경상남도 창원시 마산회원구 석전동(4812754500)","16,392","16,392","975","1,188","1,495","2,016","2,329","2,640","3,117","1,876","671","85","0"
"경상남도 창원시 마산회원구 회성동(4812755000)","5,515","5,515","117","261","445","450","606","940","1,400","883","368","45","0"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","10,628","10,628","419","780","1,060","1,128","1,523","1,788","2,202","1,249","438","41","0"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","30,473","30,473","2,561","3,528","2,788","3,498","5,498","5,057","4,624","2,096","724","96","3"
"경상남도 창원시 마산회원구 합성1동(4812758000)","8,889","8,889","582","522","934","1,119","1,257","1,481","1,652","953","358","28","3"
"경상남도 창원시 마산회원구 합성2동(4812759000)","7,258","7,258","186","423","858","665","959","1,249","1,575","972","336","35","0"
"경상남도 창원시 마산회원구 구암1동(4812760000)","8,516","8,516","271","626","796","764","1,080","1,565","1,927","1,045","405","36","1"
"경상남도 창원시 마산회원구 구암2동(4812761000)","9,025","9,025","387","690","1,075","958","1,268","1,606","1,730","959","326","26","0"
"경상남도 창원시 마산회원구 봉암동(4812762000)","2,999","2,999","103","173","254","315","472","566","607","360","133","14","2"
"경상남도 창원시 진해구 (4812900000)","191,647","191,647","15,047","21,551","19,152","23,032","35,499","30,569","26,313","13,350","6,284","839","11"
"경상남도 창원시 진해구 충무동(4812953000)","16,089","16,089","1,051","1,699","1,971","1,964","2,614","2,231","2,170","1,488","792","108","1"
"경상남도 창원시 진해구 여좌동(4812954000)","8,128","8,128","230","555","724","625","1,014","1,318","1,575","1,237","748","101","1"
"경상남도 창원시 진해구 태백동(4812955000)","3,595","3,595","126","226","325","278","425","587","716","586","293","33","0"
"경상남도 창원시 진해구 경화동(4812956000)","10,755","10,755","748","988","1,020","1,114","1,706","1,790","1,882","996","450","60","1"
"경상남도 창원시 진해구 병암동(4812957000)","7,148","7,148","382","725","695","657","1,113","1,196","1,247","711","378","43","1"
"경상남도 창원시 진해구 석동(4812958000)","17,322","17,322","1,051","2,378","2,188","1,905","3,176","3,040","2,236","955","347","45","1"
"경상남도 창원시 진해구 이동(4812959000)","8,404","8,404","261","506","1,008","925","1,228","1,391","1,733","906","402","43","1"
"경상남도 창원시 진해구 자은동(4812960000)","20,731","20,731","1,780","2,368","1,966","2,533","3,809","3,536","2,959","1,204","503","72","1"
"경상남도 창원시 진해구 덕산동(4812961000)","9,707","9,707","781","1,164","1,083","1,126","1,638","1,387","1,363","764","357","44","0"
"경상남도 창원시 진해구 풍호동(4812962000)","25,226","25,226","2,660","3,589","1,983","2,903","5,271","3,529","3,317","1,313","583","77","1"
"경상남도 창원시 진해구 웅천동(4812963000)","12,968","12,968","1,612","1,169","1,056","2,143","2,332","1,835","1,649","705","408","59","0"
"경상남도 창원시 진해구 웅동1동(4812964000)","7,879","7,879","484","711","777","896","1,264","1,461","1,310","583","327","65","1"
"경상남도 창원시 진해구 웅동2동(4812965000)","43,695","43,695","3,881","5,473","4,356","5,963","9,909","7,268","4,156","1,902","696","89","2"
"경상남도 진주시 (4817000000)","341,713","341,713","23,682","33,961","41,304","39,235","50,880","57,303","51,617","27,280","14,329","2,069","53"
"경상남도 진주시 문산읍(4817025000)","7,893","7,893","532","661","628","806","989","1,262","1,568","839","502","101","5"
"경상남도 진주시 내동면(4817031000)","3,981","3,981","270","427","408","336","586","727","643","356","190","37","1"
"경상남도 진주시 정촌면(4817032000)","8,760","8,760","978","573","844","1,730","1,229","1,275","1,268","531","282","47","3"
"경상남도 진주시 금곡면(4817033000)","2,103","2,103","33","86","105","111","162","330","531","369","319","57","0"
"경상남도 진주시 진성면(4817035000)","1,831","1,831","38","53","86","105","120","315","496","312","259","45","2"
"경상남도 진주시 일반성면(4817036000)","2,473","2,473","82","151","154","147","246","451","559","363","280","40","0"
"경상남도 진주시 이반성면(4817037000)","1,521","1,521","13","29","60","55","82","218","480","281","253","49","1"
"경상남도 진주시 사봉면(4817038000)","1,452","1,452","22","49","52","62","122","205","360","281","253","45","1"
"경상남도 진주시 지수면(4817039000)","1,368","1,368","28","66","81","54","112","220","327","243","200","37","0"
"경상남도 진주시 대곡면(4817040000)","3,028","3,028","38","100","155","129","217","496","778","536","497","78","4"
"경상남도 진주시 금산면(4817041000)","20,345","20,345","1,684","2,593","2,118","2,148","3,360","3,481","2,908","1,291","665","95","2"
"경상남도 진주시 집현면(4817042000)","4,478","4,478","178","371","334","314","537","888","919","522","364","50","1"
"경상남도 진주시 미천면(4817043000)","1,513","1,513","14","42","60","54","83","244","396","317","263","40","0"
"경상남도 진주시 명석면(4817044000)","3,821","3,821","89","151","253","213","324","718","1,061","602","347","62","1"
"경상남도 진주시 대평면(4817045000)","991","991","21","40","64","48","81","157","255","164","134","26","1"
"경상남도 진주시 수곡면(4817046000)","2,150","2,150","37","87","120","84","146","385","594","338","306","53","0"
"경상남도 진주시 천전동(4817051500)","27,378","27,378","1,235","2,221","4,282","2,786","3,477","4,639","4,263","2,826","1,474","168","7"
"경상남도 진주시 성북동(4817055500)","9,855","9,855","340","614","1,214","1,034","1,366","1,632","1,847","1,153","555","99","1"
"경상남도 진주시 중앙동(4817056500)","10,639","10,639","267","570","996","860","1,120","1,732","2,375","1,773","854","91","1"
"경상남도 진주시 상봉동(4817059500)","13,259","13,259","416","965","1,542","1,146","1,595","2,418","2,629","1,651","782","113","2"
"경상남도 진주시 상대동(4817067300)","18,811","18,811","753","1,408","2,597","2,017","2,376","3,406","3,384","1,932","855","83","0"
"경상남도 진주시 하대동(4817067800)","23,467","23,467","1,024","2,149","3,207","2,527","3,061","4,778","4,099","1,801","713","107","1"
"경상남도 진주시 상평동(4817068000)","11,059","11,059","592","949","1,307","1,291","1,605","1,893","1,933","1,050","387","51","1"
"경상남도 진주시 초장동(4817069500)","26,191","26,191","2,777","4,039","2,900","3,151","5,199","4,377","2,356","924","404","62","2"
"경상남도 진주시 평거동(4817071000)","26,379","26,379","1,664","3,083","3,574","2,849","4,126","5,134","3,516","1,480","827","123","3"
"경상남도 진주시 신안동(4817071500)","11,249","11,249","541","949","1,436","1,106","1,414","1,928","2,062","1,147","591","71","4"
"경상남도 진주시 이현동(4817072000)","11,173","11,173","502","1,111","1,257","959","1,555","2,140","2,068","1,077","439","60","5"
"경상남도 진주시 판문동(4817073000)","20,509","20,509","1,907","2,975","2,135","2,073","3,901","3,447","2,449","1,061","489","71","1"
"경상남도 진주시 가호동(4817074000)","30,158","30,158","2,413","2,752","6,370","4,588","4,270","4,374","3,269","1,411","634","75","2"
"경상남도 진주시 충무공동(4817075000)","33,878","33,878","5,194","4,697","2,965","6,452","7,419","4,033","2,224","649","211","33","1"
"경상남도 통영시 (4822000000)","120,883","120,883","6,747","12,435","9,302","10,388","19,541","21,631","22,367","12,097","5,625","738","12"
"경상남도 통영시 산양읍(4822025000)","4,330","4,330","73","200","203","242","491","811","1,113","703","431","63","0"
"경상남도 통영시 용남면(4822031000)","11,942","11,942","830","1,474","898","1,027","2,090","2,202","1,825","986","522","86","2"
"경상남도 통영시 도산면(4822033000)","2,707","2,707","39","105","109","128","219","465","748","521","316","55","2"
"경상남도 통영시 광도면(4822034000)","30,582","30,582","2,853","4,318","2,492","3,493","6,635","4,995","3,595","1,492","629","79","1"
"경상남도 통영시 욕지면(4822035000)","1,903","1,903","19","77","97","69","228","407","480","321","182","23","0"
"경상남도 통영시 한산면(4822036000)","1,880","1,880","13","46","61","81","134","315","469","395","323","43","0"
"경상남도 통영시 사량면(4822037000)","1,361","1,361","13","23","28","46","92","259","427","249","195","27","2"
"경상남도 통영시 도천동(4822051000)","8,424","8,424","277","722","820","545","1,101","1,529","1,842","1,004","531","53","0"
"경상남도 통영시 명정동(4822053000)","2,629","2,629","56","131","165","125","258","467","681","478","239","29","0"
"경상남도 통영시 중앙동(4822055000)","3,547","3,547","73","185","194","211","393","656","954","581","272","28","0"
"경상남도 통영시 정량동(4822059000)","8,238","8,238","306","603","518","606","1,151","1,644","1,871","1,069","427","43","0"
"경상남도 통영시 북신동(4822060000)","10,035","10,035","562","884","756","883","1,406","1,652","2,144","1,242","449","56","1"
"경상남도 통영시 미수동(4822066500)","10,480","10,480","517","1,317","835","822","1,698","1,958","2,043","900","341","48","1"
"경상남도 통영시 봉평동(4822067000)","9,503","9,503","342","816","739","755","1,282","1,797","2,046","1,165","491","69","1"
"경상남도 통영시 무전동(4822070000)","13,322","13,322","774","1,534","1,387","1,355","2,363","2,474","2,129","991","277","36","2"
"경상남도 사천시 (4824000000)","109,009","109,009","6,535","10,092","9,660","10,408","16,698","18,751","18,349","11,060","6,430","1,010","16"
"경상남도 사천시 사천읍(4824025000)","17,652","17,652","1,131","1,683","2,133","2,134","3,008","3,176","2,355","1,201","719","112","0"
"경상남도 사천시 정동면(4824031000)","13,774","13,774","1,250","1,611","1,368","1,878","2,449","2,330","1,538","796","457","94","3"
"경상남도 사천시 사남면(4824032000)","16,197","16,197","1,620","2,189","1,604","2,149","3,264","2,297","1,631","866","479","96","2"
"경상남도 사천시 용현면(4824033000)","7,125","7,125","422","665","413","577","1,175","1,153","1,339","821","465","95","0"
"경상남도 사천시 축동면(4824034000)","1,492","1,492","34","44","69","79","130","233","407","256","207","32","1"
"경상남도 사천시 곤양면(4824035000)","3,199","3,199","58","143","169","157","255","534","802","599","400","82","0"
